sale_id,date,medication,category,unit,quantity_sold,unit_price,payment_method,total_price
629,2025-03-10,Amlodipine 5mg,Pain Relief,Bottle,24,215.84,UPI,5180.16
636,2025-03-10,Amlodipine 5mg,Diabetes,Bottle,9,122.07,Cash,1098.63
671,2025-03-10,Vitamin D3 1000IU,Allergy,Tab,2,75.96,UPI,151.92
689,2025-03-10,Pantoprazole 40mg,Diabetes,Strip,13,120.18,Cash,1562.34
708,2025-03-10,Metformin 500mg,Thyroid,Tab,10,232.26,Insurance,2322.6
791,2025-03-10,Amlodipine 5mg,Vitamins & Supplements,Bottle,16,71.23,Card,1139.68
831,2025-03-10,Vitamin D3 1000IU,Diabetes,Bottle,2,192.99,Cash,385.98
894,2025-03-10,Atorvastatin 10mg,Vitamins & Supplements,Bottle,10,107.81,Insurance,1078.1
938,2025-03-10,Cetirizine 10mg,Vitamins & Supplements,Tab,3,242.06,Insurance,726.18
984,2025-03-10,Atorvastatin 10mg,Vitamins & Supplements,Bottle,15,45.12,Cash,676.8
985,2025-03-10,Vitamin D3 1000IU,Cardiovascular,Vial,16,43.89,Insurance,702.24
1062,2025-03-10,Amlodipine 5mg,Diabetes,Strip,7,168.49,UPI,1179.43
1065,2025-03-10,Levothyroxine 50mcg,Thyroid,Tab,17,138.88,Insurance,2360.96
1181,2025-03-10,Atorvastatin 10mg,Thyroid,Vial,2,196.37,UPI,392.74
1195,2025-03-10,Ibuprofen 400mg,Vitamins & Supplements,Capsule,22,173.78,Card,3823.16
1299,2025-03-10,Ibuprofen 400mg,Antibiotics,Tab,7,214.74,Insurance,1503.18
1302,2025-03-10,Atorvastatin 10mg,Pain Relief,Capsule,14,85.27,Cash,1193.78
1415,2025-03-10,Metformin 500mg,Pain Relief,Capsule,11,191.14,UPI,2102.54
1418,2025-03-10,Amlodipine 5mg,Cardiovascular,Bottle,17,117.78,Card,2002.26
1452,2025-03-10,Azithromycin 500mg,Thyroid,Bottle,13,128.08,Cash,1665.04
1518,2025-03-10,Ibuprofen 400mg,Allergy,Strip,21,106.33,Card,2232.93
1613,2025-03-10,Ibuprofen 400mg,Cardiovascular,Strip,18,23.43,Insurance,421.74
1614,2025-03-10,Atorvastatin 10mg,Diabetes,Vial,14,229.99,Cash,3219.86
1667,2025-03-10,Amlodipine 5mg,Vitamins & Supplements,Capsule,9,197.49,Card,1777.41
1707,2025-03-10,Paracetamol 500mg,Pain Relief,Capsule,11,207.77,UPI,2285.47
1770,2025-03-10,Cetirizine 10mg,Diabetes,Capsule,8,148.28,Insurance,1186.24
1855,2025-03-10,Cetirizine 10mg,Pain Relief,Vial,11,39.94,UPI,439.34
1886,2025-03-10,Atorvastatin 10mg,Vitamins & Supplements,Bottle,2,171.93,Cash,343.86
1979,2025-03-10,Metformin 500mg,Gastrointestinal,Bottle,7,150.31,UPI,1052.17
12,2025-03-11,Atorvastatin 10mg,Cardiovascular,Vial,8,157.5,Insurance,1260.0
13,2025-03-11,Omeprazole 20mg,Vitamins & Supplements,Capsule,19,174.2,Cash,3309.8
132,2025-03-11,Ibuprofen 400mg,Allergy,Capsule,2,70.98,Cash,141.96
218,2025-03-11,Cetirizine 10mg,Thyroid,Vial,5,232.51,Cash,1162.55
287,2025-03-11,Omeprazole 20mg,Thyroid,Bottle,16,59.55,UPI,952.8
298,2025-03-11,Omeprazole 20mg,Thyroid,Strip,4,186.41,Cash,745.64
328,2025-03-11,Amlodipine 5mg,Cardiovascular,Vial,22,63.83,Insurance,1404.26
370,2025-03-11,Amlodipine 5mg,Diabetes,Tab,2,15.96,Insurance,31.92
700,2025-03-11,Omeprazole 20mg,Antibiotics,Capsule,3,18.57,Insurance,55.71
786,2025-03-11,Cetirizine 10mg,Vitamins & Supplements,Tab,5,224.43,UPI,1122.15
869,2025-03-11,Vitamin D3 1000IU,Gastrointestinal,Tab,2,146.97,Insurance,293.94
892,2025-03-11,Levothyroxine 50mcg,Gastrointestinal,Strip,9,233.41,Cash,2100.69
954,2025-03-11,Ibuprofen 400mg,Thyroid,Vial,1,172.1,Card,172.1
1032,2025-03-11,Metformin 500mg,Vitamins & Supplements,Strip,16,153.48,Card,2455.68
1079,2025-03-11,Atorvastatin 10mg,Thyroid,Vial,7,229.28,Card,1604.96
1087,2025-03-11,Levothyroxine 50mcg,Thyroid,Bottle,5,54.53,Insurance,272.65
1235,2025-03-11,Azithromycin 500mg,Gastrointestinal,Strip,8,205.45,Insurance,1643.6
1254,2025-03-11,Amlodipine 5mg,Vitamins & Supplements,Bottle,8,24.18,Card,193.44
1267,2025-03-11,Omeprazole 20mg,Cardiovascular,Bottle,1,110.44,UPI,110.44
1290,2025-03-11,Amlodipine 5mg,Pain Relief,Vial,8,19.71,Cash,157.68
1314,2025-03-11,Vitamin D3 1000IU,Thyroid,Strip,21,135.46,Card,2844.66
1330,2025-03-11,Atorvastatin 10mg,Vitamins & Supplements,Capsule,23,188.51,Insurance,4335.73
1342,2025-03-11,Paracetamol 500mg,Antibiotics,Bottle,11,146.69,Card,1613.59
1451,2025-03-11,Pantoprazole 40mg,Vitamins & Supplements,Strip,5,159.55,Card,797.75
1495,2025-03-11,Metformin 500mg,Vitamins & Supplements,Bottle,18,149.18,Cash,2685.24
1528,2025-03-11,Metformin 500mg,Diabetes,Strip,14,128.22,Cash,1795.08
1684,2025-03-11,Metformin 500mg,Allergy,Capsule,16,189.87,Insurance,3037.92
1738,2025-03-11,Paracetamol 500mg,Pain Relief,Capsule,8,41.66,Card,333.28
1790,2025-03-11,Ibuprofen 400mg,Thyroid,Strip,4,172.97,Insurance,691.88
1792,2025-03-11,Vitamin D3 1000IU,Diabetes,Vial,18,225.48,UPI,4058.64
31,2025-03-12,Amoxicillin 500mg,Pain Relief,Vial,16,185.91,UPI,2974.56
149,2025-03-12,Amlodipine 5mg,Diabetes,Tab,5,231.94,Cash,1159.7
256,2025-03-12,Pantoprazole 40mg,Thyroid,Capsule,4,153.69,Insurance,614.76
350,2025-03-12,Omeprazole 20mg,Diabetes,Tab,15,132.08,Cash,1981.2
406,2025-03-12,Amoxicillin 500mg,Diabetes,Vial,24,137.23,UPI,3293.52
512,2025-03-12,Omeprazole 20mg,Diabetes,Capsule,23,94.03,UPI,2162.69
576,2025-03-12,Ibuprofen 400mg,Gastrointestinal,Vial,12,148.79,Insurance,1785.48
599,2025-03-12,Omeprazole 20mg,Antibiotics,Tab,6,134.6,UPI,807.6
616,2025-03-12,Cetirizine 10mg,Gastrointestinal,Capsule,10,104.07,Card,1040.7
657,2025-03-12,Metformin 500mg,Gastrointestinal,Tab,14,32.23,Cash,451.22
666,2025-03-12,Vitamin D3 1000IU,Antibiotics,Vial,17,187.18,Card,3182.06
676,2025-03-12,Ibuprofen 400mg,Antibiotics,Capsule,11,249.25,UPI,2741.75
725,2025-03-12,Pantoprazole 40mg,Cardiovascular,Vial,7,153.68,Card,1075.76
745,2025-03-12,Paracetamol 500mg,Thyroid,Tab,22,129.22,Insurance,2842.84
748,2025-03-12,Amoxicillin 500mg,Gastrointestinal,Bottle,5,242.82,UPI,1214.1
762,2025-03-12,Azithromycin 500mg,Diabetes,Capsule,23,199.31,Card,4584.13
789,2025-03-12,Ibuprofen 400mg,Thyroid,Capsule,21,86.96,UPI,1826.16
893,2025-03-12,Omeprazole 20mg,Diabetes,Tab,15,162.68,Cash,2440.2
899,2025-03-12,Paracetamol 500mg,Antibiotics,Vial,13,199.63,UPI,2595.19
1014,2025-03-12,Metformin 500mg,Pain Relief,Strip,16,76.81,Cash,1228.96
1117,2025-03-12,Amlodipine 5mg,Diabetes,Bottle,24,142.88,Insurance,3429.12
1283,2025-03-12,Ibuprofen 400mg,Pain Relief,Tab,14,65.03,Cash,910.42
1333,2025-03-12,Azithromycin 500mg,Allergy,Capsule,19,151.86,Card,2885.34
1437,2025-03-12,Cetirizine 10mg,Cardiovascular,Capsule,20,175.02,Cash,3500.4
1462,2025-03-12,Levothyroxine 50mcg,Vitamins & Supplements,Bottle,7,183.09,Card,1281.63
1473,2025-03-12,Pantoprazole 40mg,Allergy,Vial,1,139.13,Insurance,139.13
1690,2025-03-12,Paracetamol 500mg,Cardiovascular,Bottle,23,41.51,Card,954.73
1752,2025-03-12,Vitamin D3 1000IU,Pain Relief,Capsule,23,19.24,UPI,442.52
1765,2025-03-12,Amoxicillin 500mg,Allergy,Strip,8,40.35,Insurance,322.8
1847,2025-03-12,Amlodipine 5mg,Antibiotics,Strip,9,124.88,Cash,1123.92
1860,2025-03-12,Azithromycin 500mg,Gastrointestinal,Tab,15,204.01,Card,3060.15
1877,2025-03-12,Levothyroxine 50mcg,Cardiovascular,Vial,1,38.91,Cash,38.91
182,2025-03-13,Amoxicillin 500mg,Allergy,Vial,21,94.05,UPI,1975.05
199,2025-03-13,Amoxicillin 500mg,Thyroid,Bottle,16,222.13,Cash,3554.08
230,2025-03-13,Atorvastatin 10mg,Vitamins & Supplements,Tab,6,56.65,Card,339.9
499,2025-03-13,Omeprazole 20mg,Pain Relief,Vial,19,102.02,UPI,1938.38
558,2025-03-13,Metformin 500mg,Allergy,Vial,4,38.24,UPI,152.96
675,2025-03-13,Atorvastatin 10mg,Allergy,Tab,15,230.49,Insurance,3457.35
728,2025-03-13,Vitamin D3 1000IU,Antibiotics,Vial,13,23.92,Insurance,310.96
740,2025-03-13,Pantoprazole 40mg,Antibiotics,Strip,8,90.56,Insurance,724.48
798,2025-03-13,Paracetamol 500mg,Pain Relief,Bottle,3,82.61,UPI,247.83
837,2025-03-13,Metformin 500mg,Allergy,Tab,4,124.39,UPI,497.56
848,2025-03-13,Omeprazole 20mg,Gastrointestinal,Tab,14,113.78,Insurance,1592.92
924,2025-03-13,Omeprazole 20mg,Pain Relief,Vial,7,208.84,Insurance,1461.88
928,2025-03-13,Omeprazole 20mg,Pain Relief,Vial,14,145.38,Card,2035.32
962,2025-03-13,Levothyroxine 50mcg,Cardiovascular,Strip,15,109.63,Card,1644.45
995,2025-03-13,Metformin 500mg,Thyroid,Vial,3,174.52,Card,523.56
1075,2025-03-13,Metformin 500mg,Cardiovascular,Strip,14,137.31,Cash,1922.34
1191,2025-03-13,Cetirizine 10mg,Thyroid,Bottle,2,132.64,Card,265.28
1292,2025-03-13,Amoxicillin 500mg,Diabetes,Vial,17,148.78,Insurance,2529.26
1305,2025-03-13,Cetirizine 10mg,Pain Relief,Strip,23,22.39,Cash,514.97
1422,2025-03-13,Metformin 500mg,Pain Relief,Bottle,7,165.04,Cash,1155.28
1464,2025-03-13,Metformin 500mg,Antibiotics,Bottle,15,215.86,Insurance,3237.9
1574,2025-03-13,Levothyroxine 50mcg,Allergy,Bottle,16,119.6,Cash,1913.6
1943,2025-03-13,Paracetamol 500mg,Diabetes,Tab,14,44.3,UPI,620.2
1958,2025-03-13,Omeprazole 20mg,Cardiovascular,Vial,7,28.92,Insurance,202.44
1959,2025-03-13,Atorvastatin 10mg,Cardiovascular,Capsule,21,39.77,Insurance,835.17
61,2025-03-14,Azithromycin 500mg,Antibiotics,Vial,10,47.27,Insurance,472.7
77,2025-03-14,Pantoprazole 40mg,Vitamins & Supplements,Bottle,10,239.29,Cash,2392.9
96,2025-03-14,Atorvastatin 10mg,Vitamins & Supplements,Tab,5,184.49,Card,922.45
101,2025-03-14,Ibuprofen 400mg,Antibiotics,Tab,18,222.55,Insurance,4005.9
167,2025-03-14,Amoxicillin 500mg,Gastrointestinal,Tab,20,33.8,Insurance,676.0
173,2025-03-14,Paracetamol 500mg,Antibiotics,Capsule,15,66.8,Insurance,1002.0
395,2025-03-14,Cetirizine 10mg,Diabetes,Strip,5,56.26,UPI,281.3
511,2025-03-14,Ibuprofen 400mg,Thyroid,Vial,3,187.22,Card,561.66
607,2025-03-14,Amlodipine 5mg,Thyroid,Tab,14,214.85,Card,3007.9
752,2025-03-14,Paracetamol 500mg,Diabetes,Bottle,22,176.77,Cash,3888.94
778,2025-03-14,Ibuprofen 400mg,Vitamins & Supplements,Capsule,20,188.02,Card,3760.4
881,2025-03-14,Levothyroxine 50mcg,Antibiotics,Vial,21,20.28,Card,425.88
989,2025-03-14,Omeprazole 20mg,Cardiovascular,Vial,1,145.82,Insurance,145.82
1030,2025-03-14,Cetirizine 10mg,Vitamins & Supplements,Capsule,4,33.82,UPI,135.28
1122,2025-03-14,Amoxicillin 500mg,Cardiovascular,Bottle,18,34.05,Cash,612.9
1149,2025-03-14,Metformin 500mg,Pain Relief,Tab,2,58.69,Insurance,117.38
1153,2025-03-14,Levothyroxine 50mcg,Allergy,Strip,5,195.87,Insurance,979.35
1158,2025-03-14,Omeprazole 20mg,Antibiotics,Bottle,3,199.22,UPI,597.66
1287,2025-03-14,Metformin 500mg,Diabetes,Strip,24,128.63,Card,3087.12
1327,2025-03-14,Vitamin D3 1000IU,Cardiovascular,Capsule,10,160.89,UPI,1608.9
1345,2025-03-14,Paracetamol 500mg,Diabetes,Bottle,1,94.95,Cash,94.95
1354,2025-03-14,Cetirizine 10mg,Pain Relief,Capsule,16,28.01,Cash,448.16
1366,2025-03-14,Metformin 500mg,Antibiotics,Strip,10,114.07,Insurance,1140.7
1380,2025-03-14,Vitamin D3 1000IU,Pain Relief,Strip,3,173.44,UPI,520.32
1491,2025-03-14,Pantoprazole 40mg,Pain Relief,Strip,9,73.77,Cash,663.93
1593,2025-03-14,Levothyroxine 50mcg,Cardiovascular,Vial,13,199.41,Cash,2592.33
1650,2025-03-14,Levothyroxine 50mcg,Antibiotics,Bottle,18,173.12,UPI,3116.16
1661,2025-03-14,Metformin 500mg,Vitamins & Supplements,Tab,23,94.07,UPI,2163.61
1718,2025-03-14,Ibuprofen 400mg,Gastrointestinal,Capsule,2,233.79,Card,467.58
1896,2025-03-14,Metformin 500mg,Antibiotics,Bottle,20,57.46,UPI,1149.2
1919,2025-03-14,Amoxicillin 500mg,Thyroid,Tab,15,57.13,UPI,856.95
1990,2025-03-14,Metformin 500mg,Diabetes,Strip,16,241.14,Insurance,3858.24
4,2025-03-15,Amlodipine 5mg,Gastrointestinal,Vial,5,75.37,Card,376.85
43,2025-03-15,Metformin 500mg,Antibiotics,Vial,7,240.65,UPI,1684.55
99,2025-03-15,Amoxicillin 500mg,Vitamins & Supplements,Vial,3,245.75,Insurance,737.25
121,2025-03-15,Cetirizine 10mg,Gastrointestinal,Tab,10,99.55,Insurance,995.5
177,2025-03-15,Omeprazole 20mg,Vitamins & Supplements,Bottle,8,29.42,Card,235.36
178,2025-03-15,Pantoprazole 40mg,Vitamins & Supplements,Vial,3,182.92,UPI,548.76
195,2025-03-15,Pantoprazole 40mg,Cardiovascular,Bottle,7,82.02,Insurance,574.14
244,2025-03-15,Paracetamol 500mg,Thyroid,Vial,15,126.56,UPI,1898.4
515,2025-03-15,Levothyroxine 50mcg,Pain Relief,Vial,15,127.4,Card,1911.0
533,2025-03-15,Amlodipine 5mg,Diabetes,Tab,22,192.63,Card,4237.86
882,2025-03-15,Ibuprofen 400mg,Vitamins & Supplements,Capsule,8,155.97,Insurance,1247.76
1027,2025-03-15,Paracetamol 500mg,Gastrointestinal,Strip,3,20.69,Card,62.07
1043,2025-03-15,Vitamin D3 1000IU,Pain Relief,Bottle,21,133.54,Cash,2804.34
1052,2025-03-15,Azithromycin 500mg,Pain Relief,Strip,16,136.29,Insurance,2180.64
1145,2025-03-15,Pantoprazole 40mg,Gastrointestinal,Tab,20,175.14,Card,3502.8
1176,2025-03-15,Cetirizine 10mg,Vitamins & Supplements,Vial,22,61.0,Insurance,1342.0
1256,2025-03-15,Cetirizine 10mg,Gastrointestinal,Bottle,10,26.89,Cash,268.9
1266,2025-03-15,Cetirizine 10mg,Diabetes,Capsule,23,49.21,Insurance,1131.83
1315,2025-03-15,Paracetamol 500mg,Antibiotics,Vial,23,234.55,UPI,5394.65
1372,2025-03-15,Vitamin D3 1000IU,Thyroid,Strip,19,105.51,Card,2004.69
1395,2025-03-15,Pantoprazole 40mg,Pain Relief,Bottle,6,172.38,Card,1034.28
1430,2025-03-15,Pantoprazole 40mg,Pain Relief,Vial,9,76.95,Insurance,692.55
1512,2025-03-15,Atorvastatin 10mg,Vitamins & Supplements,Bottle,5,92.26,UPI,461.3
1878,2025-03-15,Paracetamol 500mg,Allergy,Strip,11,26.55,Insurance,292.05
1897,2025-03-15,Metformin 500mg,Allergy,Bottle,18,45.56,Insurance,820.08
1936,2025-03-15,Levothyroxine 50mcg,Cardiovascular,Bottle,6,239.69,Insurance,1438.14
42,2025-03-16,Omeprazole 20mg,Allergy,Bottle,23,152.02,UPI,3496.46
107,2025-03-16,Amlodipine 5mg,Gastrointestinal,Capsule,12,76.43,Card,917.16
300,2025-03-16,Atorvastatin 10mg,Pain Relief,Tab,9,99.37,Card,894.33
306,2025-03-16,Atorvastatin 10mg,Diabetes,Tab,24,234.17,Cash,5620.08
340,2025-03-16,Amlodipine 5mg,Cardiovascular,Strip,12,20.84,Cash,250.08
361,2025-03-16,Atorvastatin 10mg,Diabetes,Strip,20,223.88,Card,4477.6
389,2025-03-16,Ibuprofen 400mg,Diabetes,Capsule,14,185.36,Insurance,2595.04
510,2025-03-16,Metformin 500mg,Antibiotics,Capsule,11,115.46,Insurance,1270.06
557,2025-03-16,Metformin 500mg,Pain Relief,Tab,14,139.83,Card,1957.62
592,2025-03-16,Levothyroxine 50mcg,Diabetes,Capsule,7,36.88,UPI,258.16
601,2025-03-16,Amoxicillin 500mg,Antibiotics,Vial,6,242.71,UPI,1456.26
617,2025-03-16,Ibuprofen 400mg,Antibiotics,Vial,19,98.09,UPI,1863.71
646,2025-03-16,Cetirizine 10mg,Cardiovascular,Tab,4,211.43,Card,845.72
648,2025-03-16,Vitamin D3 1000IU,Pain Relief,Bottle,8,173.83,Insurance,1390.64
758,2025-03-16,Levothyroxine 50mcg,Antibiotics,Vial,10,179.74,Insurance,1797.4
770,2025-03-16,Omeprazole 20mg,Vitamins & Supplements,Bottle,13,229.22,Insurance,2979.86
866,2025-03-16,Omeprazole 20mg,Gastrointestinal,Tab,23,143.4,Insurance,3298.2
889,2025-03-16,Omeprazole 20mg,Vitamins & Supplements,Capsule,14,90.78,Insurance,1270.92
896,2025-03-16,Vitamin D3 1000IU,Pain Relief,Capsule,16,245.8,Insurance,3932.8
1085,2025-03-16,Azithromycin 500mg,Pain Relief,Vial,9,212.96,Card,1916.64
1089,2025-03-16,Ibuprofen 400mg,Diabetes,Tab,16,60.85,Card,973.6
1588,2025-03-16,Amoxicillin 500mg,Pain Relief,Vial,1,170.92,UPI,170.92
1655,2025-03-16,Amoxicillin 500mg,Diabetes,Tab,24,85.61,Cash,2054.64
1861,2025-03-16,Azithromycin 500mg,Diabetes,Capsule,2,53.33,UPI,106.66
1871,2025-03-16,Metformin 500mg,Allergy,Bottle,15,138.79,Card,2081.85
1887,2025-03-16,Paracetamol 500mg,Gastrointestinal,Vial,9,24.54,Card,220.86
1946,2025-03-16,Ibuprofen 400mg,Allergy,Tab,9,248.39,Cash,2235.51
1974,2025-03-16,Ibuprofen 400mg,Pain Relief,Bottle,11,108.62,Cash,1194.82
78,2025-03-17,Azithromycin 500mg,Cardiovascular,Vial,14,220.43,Cash,3086.02
134,2025-03-17,Pantoprazole 40mg,Thyroid,Strip,8,119.27,Insurance,954.16
264,2025-03-17,Vitamin D3 1000IU,Pain Relief,Strip,21,243.58,Cash,5115.18
290,2025-03-17,Levothyroxine 50mcg,Thyroid,Capsule,14,61.53,Cash,861.42
403,2025-03-17,Vitamin D3 1000IU,Allergy,Bottle,1,243.54,Cash,243.54
436,2025-03-17,Pantoprazole 40mg,Pain Relief,Capsule,10,249.58,Insurance,2495.8
483,2025-03-17,Azithromycin 500mg,Thyroid,Strip,21,135.9,Card,2853.9
564,2025-03-17,Paracetamol 500mg,Pain Relief,Capsule,14,144.12,Cash,2017.68
684,2025-03-17,Pantoprazole 40mg,Antibiotics,Tab,7,33.41,Cash,233.87
734,2025-03-17,Metformin 500mg,Allergy,Strip,6,87.76,Insurance,526.56
794,2025-03-17,Omeprazole 20mg,Pain Relief,Tab,22,152.32,Cash,3351.04
817,2025-03-17,Amoxicillin 500mg,Vitamins & Supplements,Tab,3,122.18,UPI,366.54
919,2025-03-17,Amoxicillin 500mg,Cardiovascular,Vial,11,169.87,Insurance,1868.57
973,2025-03-17,Ibuprofen 400mg,Diabetes,Bottle,24,33.97,Card,815.28
987,2025-03-17,Vitamin D3 1000IU,Vitamins & Supplements,Bottle,2,173.75,Card,347.5
1023,2025-03-17,Cetirizine 10mg,Thyroid,Capsule,4,151.25,Card,605.0
1058,2025-03-17,Pantoprazole 40mg,Diabetes,Bottle,4,42.3,Insurance,169.2
1064,2025-03-17,Atorvastatin 10mg,Cardiovascular,Capsule,21,145.26,Insurance,3050.46
1066,2025-03-17,Metformin 500mg,Thyroid,Bottle,16,187.54,UPI,3000.64
1137,2025-03-17,Levothyroxine 50mcg,Gastrointestinal,Bottle,20,218.76,UPI,4375.2
1184,2025-03-17,Omeprazole 20mg,Pain Relief,Capsule,14,240.91,UPI,3372.74
1190,2025-03-17,Amoxicillin 500mg,Gastrointestinal,Vial,11,149.58,Card,1645.38
1312,2025-03-17,Paracetamol 500mg,Pain Relief,Strip,9,243.96,Cash,2195.64
1375,2025-03-17,Omeprazole 20mg,Thyroid,Vial,23,147.51,Card,3392.73
1536,2025-03-17,Levothyroxine 50mcg,Thyroid,Strip,23,245.93,Insurance,5656.39
1561,2025-03-17,Ibuprofen 400mg,Allergy,Capsule,16,243.41,Card,3894.56
1706,2025-03-17,Vitamin D3 1000IU,Diabetes,Tab,17,70.95,Insurance,1206.15
1714,2025-03-17,Omeprazole 20mg,Pain Relief,Capsule,4,81.39,Insurance,325.56
1717,2025-03-17,Ibuprofen 400mg,Gastrointestinal,Vial,2,140.23,Insurance,280.46
1747,2025-03-17,Azithromycin 500mg,Vitamins & Supplements,Vial,12,61.41,Insurance,736.92
1772,2025-03-17,Atorvastatin 10mg,Vitamins & Supplements,Strip,4,126.69,Card,506.76
1817,2025-03-17,Azithromycin 500mg,Vitamins & Supplements,Strip,16,46.52,Card,744.32
1829,2025-03-17,Pantoprazole 40mg,Allergy,Strip,23,19.64,Insurance,451.72
1854,2025-03-17,Cetirizine 10mg,Thyroid,Tab,6,101.24,Card,607.44
1867,2025-03-17,Amlodipine 5mg,Vitamins & Supplements,Bottle,8,193.94,Card,1551.52
1889,2025-03-17,Metformin 500mg,Antibiotics,Tab,23,200.85,Insurance,4619.55
1918,2025-03-17,Metformin 500mg,Cardiovascular,Strip,2,158.07,Card,316.14
57,2025-03-18,Ibuprofen 400mg,Gastrointestinal,Vial,18,187.78,Card,3380.04
90,2025-03-18,Cetirizine 10mg,Pain Relief,Strip,1,26.65,UPI,26.65
109,2025-03-18,Paracetamol 500mg,Cardiovascular,Capsule,10,185.68,UPI,1856.8
325,2025-03-18,Metformin 500mg,Antibiotics,Vial,12,109.21,UPI,1310.52
383,2025-03-18,Azithromycin 500mg,Allergy,Bottle,19,215.56,Cash,4095.64
385,2025-03-18,Ibuprofen 400mg,Antibiotics,Tab,8,222.32,UPI,1778.56
463,2025-03-18,Amlodipine 5mg,Pain Relief,Capsule,17,190.71,Insurance,3242.07
717,2025-03-18,Pantoprazole 40mg,Cardiovascular,Tab,2,220.49,Insurance,440.98
787,2025-03-18,Paracetamol 500mg,Allergy,Strip,23,133.83,Card,3078.09
877,2025-03-18,Levothyroxine 50mcg,Diabetes,Bottle,1,53.68,Cash,53.68
932,2025-03-18,Azithromycin 500mg,Gastrointestinal,Bottle,1,30.1,Cash,30.1
950,2025-03-18,Levothyroxine 50mcg,Cardiovascular,Capsule,7,118.83,UPI,831.81
1041,2025-03-18,Ibuprofen 400mg,Allergy,Strip,20,50.38,Cash,1007.6
1108,2025-03-18,Pantoprazole 40mg,Pain Relief,Capsule,1,179.07,UPI,179.07
1171,2025-03-18,Paracetamol 500mg,Cardiovascular,Capsule,3,211.44,Cash,634.32
1199,2025-03-18,Omeprazole 20mg,Vitamins & Supplements,Vial,3,208.06,UPI,624.18
1361,2025-03-18,Vitamin D3 1000IU,Allergy,Capsule,14,56.69,Cash,793.66
1466,2025-03-18,Paracetamol 500mg,Thyroid,Bottle,3,58.29,UPI,174.87
1532,2025-03-18,Levothyroxine 50mcg,Pain Relief,Vial,7,32.67,UPI,228.69
1591,2025-03-18,Omeprazole 20mg,Diabetes,Bottle,5,33.56,UPI,167.8
1665,2025-03-18,Atorvastatin 10mg,Cardiovascular,Vial,10,65.19,Cash,651.9
1678,2025-03-18,Cetirizine 10mg,Diabetes,Strip,7,140.37,UPI,982.59
1740,2025-03-18,Paracetamol 500mg,Pain Relief,Capsule,15,204.73,UPI,3070.95
1875,2025-03-18,Levothyroxine 50mcg,Allergy,Strip,13,74.51,Insurance,968.63
1908,2025-03-18,Ibuprofen 400mg,Thyroid,Capsule,7,206.68,Cash,1446.76
1914,2025-03-18,Atorvastatin 10mg,Allergy,Bottle,8,167.57,UPI,1340.56
1944,2025-03-18,Azithromycin 500mg,Gastrointestinal,Vial,8,152.76,Cash,1222.08
1960,2025-03-18,Cetirizine 10mg,Allergy,Vial,14,58.39,Cash,817.46
1995,2025-03-18,Metformin 500mg,Thyroid,Tab,13,96.79,Card,1258.27
10,2025-03-19,Cetirizine 10mg,Vitamins & Supplements,Vial,2,159.63,Card,319.26
276,2025-03-19,Levothyroxine 50mcg,Cardiovascular,Vial,15,158.28,Cash,2374.2
313,2025-03-19,Vitamin D3 1000IU,Diabetes,Vial,19,210.2,UPI,3993.8
316,2025-03-19,Metformin 500mg,Gastrointestinal,Strip,23,137.94,Cash,3172.62
359,2025-03-19,Amoxicillin 500mg,Pain Relief,Tab,4,153.96,Insurance,615.84
432,2025-03-19,Pantoprazole 40mg,Pain Relief,Bottle,1,40.04,Card,40.04
563,2025-03-19,Amoxicillin 500mg,Gastrointestinal,Tab,11,221.29,Insurance,2434.19
566,2025-03-19,Amlodipine 5mg,Diabetes,Vial,23,104.83,Cash,2411.09
638,2025-03-19,Omeprazole 20mg,Thyroid,Strip,19,207.9,Insurance,3950.1
742,2025-03-19,Metformin 500mg,Vitamins & Supplements,Bottle,17,249.1,Insurance,4234.7
747,2025-03-19,Atorvastatin 10mg,Antibiotics,Capsule,15,139.09,Cash,2086.35
755,2025-03-19,Ibuprofen 400mg,Diabetes,Strip,19,88.09,Cash,1673.71
810,2025-03-19,Ibuprofen 400mg,Vitamins & Supplements,Bottle,2,207.19,Cash,414.38
826,2025-03-19,Vitamin D3 1000IU,Thyroid,Tab,18,56.31,UPI,1013.58
833,2025-03-19,Azithromycin 500mg,Vitamins & Supplements,Strip,6,205.3,Card,1231.8
874,2025-03-19,Azithromycin 500mg,Antibiotics,Capsule,11,101.44,Cash,1115.84
986,2025-03-19,Vitamin D3 1000IU,Thyroid,Vial,15,160.6,Insurance,2409.0
1105,2025-03-19,Atorvastatin 10mg,Vitamins & Supplements,Bottle,10,219.09,Insurance,2190.9
1210,2025-03-19,Azithromycin 500mg,Vitamins & Supplements,Strip,11,238.58,Cash,2624.38
1278,2025-03-19,Vitamin D3 1000IU,Gastrointestinal,Tab,17,145.9,Cash,2480.3
1352,2025-03-19,Pantoprazole 40mg,Thyroid,Bottle,13,80.68,Cash,1048.84
1580,2025-03-19,Azithromycin 500mg,Cardiovascular,Strip,2,147.37,Insurance,294.74
1590,2025-03-19,Atorvastatin 10mg,Cardiovascular,Bottle,1,55.28,Card,55.28
1615,2025-03-19,Atorvastatin 10mg,Pain Relief,Tab,18,97.72,Cash,1758.96
1672,2025-03-19,Pantoprazole 40mg,Allergy,Bottle,3,201.57,Insurance,604.71
1674,2025-03-19,Omeprazole 20mg,Diabetes,Vial,7,214.99,UPI,1504.93
